Codice,Ragione sociale,Partita IVA,Codice Fiscale,Indirizzo,address,buildingNumber,address + buildingNumber,CAP,Città,Prov.,Ragione sociale estesa,Telefono 1,E-mail,Pec,Telefono 2,Fax,Cell.,Alias,Macroarea,Descrizione macroarea,Area,Descrizione area,Zona,Descrizione zona,Macrocategoria,Descrizione macrocategoria,Categoria,Descrizione categoria,Sottocategoria,Descrizione sottocategoria,Raggruppamento 1,Descrizione raggruppamento 1,Raggruppamento 2,Descrizione raggruppamento 2,Raggruppamento 3,Descrizione raggruppamento 3,Stato est.,Descrizione Stato,Agente,Cond. Pagamento,Agente ID,Attivo,Anag. valida,Data validità,Anag. sost.,Ragione sociale sostitutiva,Data dismiss.,Codice AU,Cod. intermedio,Descr. intermedio,Tipo Nazione,Stato
488,SANFELICE 1893 BANCA POPOLARE SOCIETA' COOPERATIVA PER AZION,00264720368,00264720368,"Piazza Giacomo Matteotti, 23",Piazza Giacomo Matteotti,23,Piazza Giacomo Matteotti 23,41038,San Felice sul Panaro,MO,,,SERVIZIVARI@SANFELICE1893.IT,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
489,Banca Popolare di Sondrio S.p.A.,00053810149,,Piazza Garibaldi 16,Piazza Garibaldi,16,Piazza Garibaldi 16,23100,Sondrio,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
490,"BANCA POPOLARE SANT'ANGELO, SOCIETA' COOPERATIVA PER AZIONI",00089160840,00089160840,"Corso Vittorio Emanuele, 10",Corso Vittorio Emanuele,10,Corso Vittorio Emanuele 10,90121,Palermo,PA,,,sergio.orlando@bancasantangelo.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
491,Banca Popolare Valconca ScpA,00125680405,00125680405,"Via R. Bucci, 61",Via R. Bucci,61,Via R. Bucci 61,47833,Morciano di Romagna,RN,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
492,CASSA DI SOVVENZIONI E RISPARMIO FRA IL PERSONALE DELLA BANC,00909991002,00532040581,"Via Nazionale, 91",Via Nazionale,91,Via Nazionale 91,00100,Roma,RM,,,conticorrenti@csrpbi.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
493,BANCA POPOLARE DELL'ALTO ADIGE SOCIETA' PER AZIONI,00129730214,00129730214,"Via del Macello, 55",Via del Macello,55,Via del Macello 55,39100,Bolzano,BZ,,,Flavio.Dall.Agnol@volksbank.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
494,CASSA DI RISPARMIO DI BOLZANO S.P.A. - SUDTIROLER SPARKASSE,03179070218,00152980215,"Via Cassa di Risparmio, 12/B",Via Cassa di Risparmio,12/B,Via Cassa di Risparmio 12/B,39100,Bolzano,BZ,,,manfred.burger@sparkasse.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
495,CASSA DI RISPARMIO DI ASTI S.P.A. (IN FORMA ABBREVIATA BANCA,01654870052,00060550050,"Piazza Libertà, 23",Piazza Libertà,23,Piazza Libertà 23,14100,Asti,AT,,,paolo.rasero@bancadiasti.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,414,,Si,Si,,,,,,,,Intracomunitario,
496,CASSA DI RISPARMIO DI BIELLA E VERCELLI - BIVERBANCA SPA,01654870052,01807130024,"Via Carso, 15",Via Carso,15,Via Carso 15,13900,Biella,BI,,,paolo.rasero@bancadiasti.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
497,CASSA DI RISPARMIO DI BRA S.P.A.,03830780361,00200060044,"Via Principe di Piemonte, 12",Via Principe di Piemonte,12,Via Principe di Piemonte 12,12042,Bra,CN,,, alessandro.biasin@bper.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
498,CASSA DI RISPARMIO DI CENTO S.P.A.,01208920387,01208920387,"Via Matteotti, 8/B",Via Matteotti,8/B,Via Matteotti 8/B,44042,Cento,FE,,,836@crcento.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
499,CASSA DI RISPARMIO DI FERMO S.P.A. (IN FORMA ABBREVIATA CARI,00112540448,00112540448,"Via Don Ernesto Ricci, 1",Via Don Ernesto Ricci,1,Via Don Ernesto Ricci 1,63900,Fermo,FM,,,l.minucci@carifermo.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
500,CASSA DI RISPARMIO DI FOSSANO S.P.A.,00166910042,00166910042,"Via Roma, 122",Via Roma,122,Via Roma 122,12045,Fossano,CN,,,FOS078@CRFOSSANO.IT,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
501,BANCA CARIGE S.P.A.,03285880104,03285880104,"Via Cassa di Risparmio, 15",Via Cassa di Risparmio,15,Via Cassa di Risparmio 15,16121,Genova,GE,,,processi.pagamento@carige.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
502,CASSA DI RISPARMIO DI ORVIETO S.P.A.,00063960553,00063960553,"Piazza della Repubblica, 21",Piazza della Repubblica,21,Piazza della Repubblica 21,05018,Orvieto,TR,,,r.carducci@cariorvieto.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
503,CREDIT AGRICOLE ITALIA S.P.A.,02886650346,02113530345,"Via Università, 1",Via Università,1,Via Università 1,43121,Parma,PR,,,alberto.rebecchi@credit-agricole.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
504,LA CASSA DI RAVENNA S.P.A.,02620360392,01188860397,"Piazza Garibaldi, 6",Piazza Garibaldi,6,Piazza Garibaldi 6,48121,Ravenna,RA,,,averde@lacassa.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
505,CASSA DI RISPARMIO DI SALUZZO S.P.A.,03830780361,00243830049,"Corso Italia, 86",Corso Italia,86,Corso Italia 86,12037,Saluzzo,CN,,, alessandro.biasin@bper.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
506,BANCA CASSA DI RISPARMIO DI SAVIGLIANO S.P.A.,00204500045,00204500045,"Piazza del Popolo, 15",Piazza del Popolo,15,Piazza del Popolo 15,12038,Savigliano,CN,,,organizzazione@bancacrs.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
507,CASSA DI RISPARMIO DI VOLTERRA S.P.A.,01225610508,01225610508,"Piazza dei Priori, 16/18",Piazza dei Priori,16/18,Piazza dei Priori 16/18,56048,Volterra,PI,,,giorgio.bonicoli@crvolterra.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
508,BANCA DEL MONTE DI LUCCA S.P.A.,01459540462,01459540462,"Piazza S. Martino, 4",Piazza S. Martino,4,Piazza S. Martino 4,55100,Lucca,LU,,,processi.pagamento@carige.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
509,BANCA DI CREDITO COOPERATIVO DI BARI - SOCIETA' COOPERATIVA,15240741007,04499160721,"Via Nicola de Nicolo', 52",Via Nicola de Nicolò,52,Via Nicola de Nicolò 52,70121,Bari,BA,,,amministrazione@bari.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
510,BANCA DI CREDITO COOPERATIVO DEL CIRCEO E PRIVERNATE - SOCIE,02529020220,01710450592,"Via Torino, 5",Via Torino,5,Via Torino 5,04016,Sabaudia,LT,,,contabilita@bccc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
511,BANCA DELL'ELBA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,15240741007,01221550492,"Calata Italia, 26",Calata Italia,26,Calata Italia 26,57037,Portoferraio,LI,,,p.paolini@bancaelba.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
512,BANCA DELL'ALTA MURGIA CREDITO COOPERATIVO - SOCIETA' COOPER,02529020220,05175940724,"Piazza Zanardelli, 16",Piazza Zanardelli,16,Piazza Zanardelli 16,70022,Altamura,BA,,,backoffice@bccaltamurgia.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
513,CREDITO COOPERATIVO MEDIOCRATI - SOCIETA' COOPERATIVA,15240741007,02300410780,Via Vittorio Alfieri,Via Vittorio Alfieri,SNC,Via Vittorio Alfieri SNC,87036,Rende,CS,,,marketing@mediocrati.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
514,BANCA DI CREDITO COOPERATIVO DI BUCCINO E DEI COMUNI CILENTA,15240741007,03685090650,"Via S. Pio X, 30/32",Via S. Pio X,30/32,Via S. Pio X 30/32,84043,Agropoli,SA,,,AREINA@COMUNICILENTANI.BCC.IT,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
515,CREDITO COOP.VO ROMAGNOLO - BCC DI CESENA E GATTEO - S.C.,15240741007,04241970401,"Viale Bovio, 76",Viale Bovio,76,Viale Bovio 76,47521,Cesena,FC,,,sa@ccromagnolo.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
516,EMIL BANCA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,15240741007,02888381205,"Via G. Mazzini, 152",Via G. Mazzini,152,Via G. Mazzini 152,40121,Bologna,BO,,,alex.boschi@emilbanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
517,BANCA CENTRO-CREDITO COOPERATIVO TOSCANA-UMBRIA SOC.COOPERAT,15240741007,03518350545,"Via del Crocino, 2",Via del Crocino,2,Via del Crocino 2,53018,Sovicille,SI,,,niccolo.nocifero@cras.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
518,BANCA CREMASCA E MANTOVANA - CREDITO COOPERATIVO - SOCIETA',15240741007,01230590190,"Piazza Garibaldi, 29",Piazza Garibaldi,29,Piazza Garibaldi 29,26013,Crema,CR,,,organizzazione@creman.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
519,BANCA DI CREDITO COOPERATIVO DEI CASTELLI E DEGLI IBLEI SOCI,02529020220,01617330855,"Viale della Repubblica, 1",Viale della Repubblica,1,Viale della Repubblica 1,93013,Mazzarino,CL,,,organizzazione@castellituscolo.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
520,"CREDITO ETNEO - BANCA DI CREDITO COOPERATIVO, SOCIETA' COOPE",02529020220,03724410877,"Viale Odorico da Pordenone, 19/21",Viale Odorico da Pordenone,19/21,Viale Odorico da Pordenone 19/21,95100,Catania,CT,,,organizzazione@creditoetneo.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
521,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,15240741007,03669140265,"Via G. Garibaldi, 46",Via G. Garibaldi,46,Via G. Garibaldi 46,31010,Orsago,TV,,,tesenti@bancadellamarca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
522,CREDITO COOPERATIVO FRIULI (ABBREVIATO CREDIFRIULI) - SOCIET,15240741007,02216020301,"Via Giovanni Paolo II, 27",Via Giovanni Paolo II,27,Via Giovanni Paolo II 27,33100,Udine,UD,,,credifriuli.monetica@credifriuli.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
523,BANCA DI TARANTO - BANCA DI CREDITO COOPERATIVO - SOCIETA' C,15240741007,02389630738,"Via Angelo Berardi, 31",Via Angelo Berardi,31,Via Angelo Berardi 31,74121,Taranto,TA,,,tgiannico@bancaditaranto.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
524,BANCA MALATESTIANA - CREDITO COOPERATIVO - SOCIETA' COOPERAT,02529020220,03310710409,"Via XX Settembre, 63",Via XX Settembre,63,Via XX Settembre 63,47921,Rimini,RN,,,info@bancamalatestiana.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
525,BANCA DEL CATANZARESE - CREDITO COOPERATIVO - SOC. COOP.,15240741007,03402920791,Via San Francesco di Paola,Via San Francesco di Paola,SNC,Via San Francesco di Paola SNC,88044,Marcellinara,CZ,,,segreteria@catanzarese.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
526,BANCA DI CREDITO COOPERATIVO DEI CASTELLI ROMANI E DEL TUSCO,02529020220,07311521004,"Via della Rocca, 18",Via della Rocca,18,Via della Rocca 18,00040,Castel Gandolfo,RM,,,contabilita@castellituscolo.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
527,BANCA DI CREDITO COOPERATIVO DI MASSAFRA - SOCIETA' COOPERAT,15240741007,02425620735,"Via Mazzini, 65",Via Mazzini,65,Via Mazzini 65,74016,Massafra,TA,,,antonio.fina@bccmassafra.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
528,BANCA DI CREDITO COOPERATIVO DI CAGLIARI SOCIETA' COOPERATIV,15240741007,02742900927,"Via Francesco Ciusa, 52",Via Francesco Ciusa,52,Via Francesco Ciusa 52,09121,Cagliari,CA,,,afanari@bcccagliari.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
529,BANCA DI ANDRIA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIV,15240741007,06059120722,"Via Don Luigi Sturzo, 9/11/13",Via Don Luigi Sturzo,9/11/13,Via Don Luigi Sturzo 9/11/13,76123,Andria,BT,,,n.bitetto@andria.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
530,BANCA DI CREDITO COOPERATIVO AGRIGENTINO - SOCIETA' COOPERAT,15240741007,02428850842,"Viale Leonardo Sciascia, 158",Viale Leonardo Sciascia,158,Viale Leonardo Sciascia 158,92100,Agrigento,AG,,,anna.limbici@agrigentino.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
531,BANCA DI CREDITO COOPERATIVO DI NAPOLI SOCIETA' COOPERATIVA,15240741007,05587171215,"Via Roberto Bracco, 27/29",Via Roberto Bracco,27/29,Via Roberto Bracco 27/29,80100,Napoli,NA,,,organizzazione@bccnapoli.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
532,BANCA DI CREDITO COOPERATIVO DI PUTIGNANO - SOC. COOP.,15240741007,06570340726,"Via Margherita di Savoia, 13",Via Margherita di Savoia,13,Via Margherita di Savoia 13,70017,Putignano,BA,,,giovanni.donghia@putignano.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
533,"BANCA DEL GRAN SASSO D'ITALIA, BANCA DI CREDITO COOPERATIVO",02529020220,90016030679,"S.S. 16, angolo Via del Vomano, 55","S.S. 16, angolo Via del Vomano",55,"S.S. 16, angolo Via del Vomano 55",64025,Pineto,TE,,,marioconcetta.disaverio@bancadelgransasso.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
534,VIVAL BANCA - BANCA DI CREDITO COOPERATIVO DI MONTECATINI TE,15240741007,00088180476,"Via Provinciale Lucchese, 125/B",Via Provinciale Lucchese,125/B,Via Provinciale Lucchese 125/B,51016,Montecatini Terme,PT,,,giovanni.romboli@vivalbanca.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
535,CASSA RAIFFEISEN VAL BADIA SOCIETA' COOPERATIVA - GENOSSENSC,00181060211,00181060211,"Via Col Alt, 16",Via Col Alt,16,Via Col Alt 16,39033,Corvara in Badia,BZ,,,corvara@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
536,CASSA RURALE VALLAGARINA - BANCA DI CREDITO COOPERATIVO - SO,02529020220,00148270226,"Via Gianfrancesco Malfatti, 2",Via Gianfrancesco Malfatti,2,Via Gianfrancesco Malfatti 2,38061,Ala,TN,,,info@crvallagarina.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
537,CASSA RURALE ALTO GARDA - BCC - SOC. COOP.,02529020220,00105910228,"Viale delle Magnolie, 1",Viale delle Magnolie,1,Viale delle Magnolie 1,38062,Arco,TN,,,carlo.tonelli@cr-altogarda.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
538,CASSA RAIFFEISEN ALTA PUSTERIA SOCIETA' COOPERATIVA (IN LING,00143210219,00143210219,"Piazza del Magistrato, 3",Piazza del Magistrato,3,Piazza del Magistrato 3,39038,San Candido,BZ,,,rk.hochpustertal@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
539,CASSA RURALE ADAMELLO BANCA DI CREDITO COOPERATIVO - SOCIETA,02529020220,00210910220,"Viale Marconi, 2",Viale Marconi,2,Viale Marconi 2,38079,Tione di Trento,TN,,,incassiepagamenti@cr-adamello.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
540,CASSA RURALE DI LEDRO - BANCA DI CREDITO COOPERATIVO - SOCIE,02529020220,00106040223,"Viale Chiassi, 17",Viale Chiassi,17,Viale Chiassi 17,38067,Ledro,TN,,,amministrazione@cr-ledro.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
541,BANCA DI CREDITO COOPERATIVO DI BORGHETTO LODIGIANO - SOCIET,15240741007,00781330154,"Via Garibaldi, 63",Via Garibaldi,63,Via Garibaldi 63,26812,Borghetto Lodigiano,LO,,,anegri@borghettolod.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
542,CASSA RAIFFEISEN DI BRUNICO SOCIETA' COOPERATIVA (IN LINGUA,00198190217,00198190217,"Via Europa, 19",Via Europa,19,Via Europa 19,39031,Brunico,BZ,,,rk.bruneck@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
543,CASSA RAIFFEISEN CASTELROTTO - ORTISEI SOC. COOPERATIVA - RA,00170970214,00170970214,"Via O. V. Wolkenstein, 9-A",Via O. V. Wolkenstein,9-A,Via O. V. Wolkenstein 9-A,39040,Castelrotto,BZ,,,kastelruth.stulrich@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
544,CASSA RAIFFEISEN SCHLERN - ROSENGARTEN SOCIETA' COOPERATIVA,00182930214,00182930214,"Zona Produttiva, 1",Zona Produttiva,1,Zona Produttiva 1,39053,Cornedo all'Isarco,BZ,,,rk.schlern-rosengarten@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
545,CASSA RAIFFEISEN ALTA VENOSTA SOCIETA' COOPERATIVA (IN LINGU,00137230215,00137230215,"Via Vittorio Veneto, 72",Via Vittorio Veneto,72,Via Vittorio Veneto 72,39027,Curon Venosta,BZ,,,rk.obervinschgau@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
546,CASSA RURALE GIUDICARIE VALSABBIA PAGANELLA - BANCA DI CREDI,02529020220,00158520221,"Via T.C. Marini, 33",Via T.C. Marini,33,Via T.C. Marini 33,38077,Comano Terme,TN,,,a.tanel@lacassarurale.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
547,CASSA RAIFFEISEN DI DOBBIACO SOCIETA' COOPERATIVA (IN LINGUA,00174900217,00174900217,"Via Conte Kuenigl, 1",Via Conte Kuenigl,1,Via Conte Kuenigl 1,39034,Dobbiaco,BZ,,,rk.toblach@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
548,CASSA RURALE DI BOLZANO SOCIETA' COOPERATIVA (IN LINGUA TEDE,00180630212,00180630212,"Via De Lai, 2",Via De Lai,2,Via De Lai 2,39100,Bolzano,BZ,,,rk.bozen@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
549,BANCA DI ANCONA E FALCONARA MARITTIMA CRED. COOP - SOC. COOP,15240741007,00982770422,"Via dell'Agricoltura, 1",Via dell'Agricoltura,1,Via dell'Agricoltura 1,60127,Ancona,AN,,,banca@anconafalconara.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
550,CASSA RAIFFEISEN DI FUNES SOCIETA' COOPERATIVA (IN LINGUA TE,00159510213,00159510213,"Peterweg, N. 6",Peterweg,6,Peterweg 6,39040,Funes,BZ,,,rk.villnoess@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
551,CASSA RURALE VALSUGANA E TESINO - BANCA DI CREDITO COOPERATI,02529020220,00103230223,"Viale IV Novembre, 20",Viale IV Novembre,20,Viale IV Novembre 20,38051,Borgo Valsugana,TN,,,lorenzo.ballerin@cr-valsuganaetesino.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
552,CASSA RAIFFEISEN DI LAGUNDO SOCIETA' COOPERATIVA (IN LINGUA,00163310212,00163310212,"Via Strada Vecchia, 21",Via Strada Vecchia,21,Via Strada Vecchia 21,39022,Lagundo,BZ,,,info@raika.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
553,CASSA RAIFFEISEN DELLA VALLE ISARCO SOCIETA' COOPERATIVA (IN,00181170218,00181170218,"Piazza Centrale, 6B",Piazza Centrale,6/B,Piazza Centrale 6/B,39040,Laion,BZ,,,rk.untereisacktal@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
554,CASSA RAIFFEISEN BASSA ATESINA (IN LINGUA TEDESCA RAIFFEISEN,00143480218,00143480218,"Via B. Franklin, 6",Via B. Franklin,6,Via B. Franklin 6,39055,Laives,BZ,,,rk.unterland@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
555,Raiffeisenkasse LanaGenossenschaft Cassa RaiffeisenLana Sc,00186510210,00186510210,"Via Madonna del Suffragio, 22",Via Madonna del Suffragio,22,Via Madonna del Suffragio 22,39011,Lana,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
556,CASSA RAIFFEISEN DI LASA SOCIETA' COOPERATIVA (IN LINGUA TED,00163250210,00163250210,"Via Venosta, 48",Via Venosta,48,Via Venosta 48,39023,Lasa,BZ,,,rk.laas@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
557,BANCA DI CREDITO COOPERATIVO DI MONTEPAONE SOCIETA' COOPERAT,15240741007,01661590792,"Via Nazionale, 39/41",Via Nazionale,39/41,Via Nazionale 39/41,88060,Montepaone,CZ,,,economato@montepaone.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
558,CASSA RAIFFEISEN DI MARLENGO SOCIETA' COOPERATIVA (IN LINGUA,00147690218,00147690218,"Via Franz Innerhofer, 3",Via Franz Innerhofer,3,Via Franz Innerhofer 3,39020,Marlengo,BZ,,,rk.marling@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
559,CASSA RURALE ROTALIANA E GIOVO - BANCA DI CREDITO COOPERATIV,02529020220,00158680223,"Corso del Popolo, 22",Corso del Popolo,22,Corso del Popolo 22,38017,Mezzolombardo,TN,,,Segreteriagenerale@cr-rotalianagiovo.net,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
560,CASSA RURALE DOLOMITI DI FASSA PRIMIERO E BELLUNO - BANCA DI,02529020220,00135870228,"Piaz De Sotegrava, 1",Piaz De Sotegrava,1,Piaz De Sotegrava 1,38035,Moena,TN,,,organizzazione@crdolomiti.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
561,CASSA RAIFFEISEN DI MONGUELFO-CASIES-TESIDO SOCIETA' COOPERA,00171380215,00171380215,"Via Pusteria, 9",Via Pusteria,9,Via Pusteria 9,39035,Monguelfo-Tesido,BZ,,,rk_welsberg-gsies-taisten@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
562,BANCA DI CREDITO COOPERATIVO DI BASCIANO - SOC. COOP.,15240741007,80177310580,"Contrada Salara, 33",Contrada Salara,33,Contrada Salara 33,64030,Basciano,TE,,,bccbasciano@fedam.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
563,"BANCA 2021 - C.C. DEL CILENTO, VALLO DI DIANO E LUCANIA",15240741007,02596790655,Via A.R. Passaro SNC,Via A.R. Passaro,SNC,Via A.R. Passaro SNC,84078,Vallo della Lucania,SA,,,info@bancadelcilento.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
