contract_id,document_name,provider_names,signed_date,contract_type,name,Nome breve,abi,tax_code,vat_code,vat_group,pec_mail,courtesy_mail,referente fattura_mail,sdd,sdi_code,membership_id,recipient_id
pagopa-psp-107,CI072_A_BCC_DELL_OGLIO_E_DEL_SERIO,"ICRAITRREA0,ABI08514",07/02/2020,A,Banca di Credito Cooperativo dell'Oglio e del Serio - Società Cooperativa,BCC dell'Oglio e del Serio,08514,02249360161,15240741007,TRUE,08514.bcc@actaliscertymail.it,c.brambilla@oglioeserio.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-110,CI076_A_BCC_CAPACCIO,ABI08431,07/02/2020,A,Banca di Credito Cooperativo di Capaccio Paestum e Serino - Società Cooperativa,BCC di Capaccio Paestum e Serino,08431,00258720655,15240741007,TRUE,posta@pec.bcccapaccio.it,organizzazione@bcccapaccio.it,contabilità@bcccapaccio.it,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-112,CI078_A_TERRE_ETRUSCHE_E_DI_MAREMMA,"ICRAITRRNN0,ABI08851",07/02/2020,A,Terre Etrusche e di Maremma C.C. - Società Cooperativa,Terre Etrusche di Valdichiana e di Maremma - Credito Cooperativo,08851,01602230532,15240741007,TRUE,posta.certificata@pecbancatema.bcc.it,tecnologie@bancatema.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-113,CI079_A_LA_CASSA_DI_RAVENNA,"CRRAIT2R,ABI06270",07/02/2020,A,La Cassa di Ravenna S.p.A.,La Cassa di Ravenna,06270,01188860397,02620360392,TRUE,lacassa@pec.lacassa.com;,averde@lacassa.com,,FALSE,IOPVBGU,pagopa-psp-382,pagopa-psp-382
pagopa-psp-114,CI080_A_BCC_LEZZENO,ABI08618,07/02/2020,A,Banca di Credito Cooperativo di Lezzeno (Como) - S.c.a.r.l,BCC di Lezzeno,08618,00287860134,15240741007,TRUE,08618.bcc@actaliscertymail.it,bcclezzeno@lezzeno.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-115,CI081_A_BCC_OSTRA_E_MORRO_DALBA,ABI08704,07/02/2020,A,Banca di Credito Cooperativo di Ostra e Morro d'Alba - Società Cooperativa,BCC di Ostra e Morro d'Alba,08704,01440090429,15240741007,TRUE,bccostra@legalmail.it,contact@relaxbanking.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-116,CI082_A_BCC_SAN_MARZANO_DI_SAN_GIUSEPPE,"CCRTIT2TSMZ,ABI08817",07/02/2020,A,Banca di Credito Cooperativo di San Marzano di San Giuseppe - Taranto - Società Cooperativa,BCC di San Marzano di San Giuseppe - Taranto,08817,00130830730,02529020220,TRUE,direzione@pec.bccsanmarzano.it,emanuela.capoccello@bccsanmarzano.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-118,CI084_A_BCC_CASALGRASSO,"CCRTIT2TCSS,ABI08833",07/02/2020,A,Banca di Credito Cooperativo di Casalgrasso e Sant'Albano Stura - Società Cooperativa,Banca Territori del Monviso - Credito Cooperativo di Casalgrasso e Sant'Albano Stura,08833,00167420041,02529020220,TRUE,servizi@pec.banca8833.bcc.it,servizi@banca8833.bcc.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-119,CI085_A_BCC_FVG,"RUAMIT22XXX,ABI08631,CCRTIT2TTER",07/02/2020,A,Bancater Credito Cooperativo FVG - Società Cooperativa,Banca 360 Credito Cooperativo Fvg,08631,00251640306,02529020220,TRUE,segreteria@pec.bancater.it,incassi@bancater.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-121,CI087_A_BANCA_ADRIA_COLLI_EUGANEI,"ABI08982,CCRTIT2T97A",07/02/2020,A,Banca Adria Colli Euganei - Credito Cooperativo Società Cooperativa,Banca Adria Colli Euganei - Credito Cooperativo,08982,01369230295,02529020220,TRUE,organizzazione@pec.bancadriacollieuganei.it,organizzazione@bancadriacollieuganei.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-122,CI088_A_CREDITO_EMILIANO,ABI03032,07/02/2020,A,Credito Emiliano S.p.A.,Credito Emiliano,03032,01806740153,02823390352,TRUE,credem@pec.gruppocredem.it,egrassi@credem.it,,FALSE,MZO2A0U,pagopa-psp-382,pagopa-psp-382
pagopa-psp-123,CI089_A_BCC_SAN_GIOVANNI_ROTONDO,"CCRTIT2TSGR,ABI08810",07/02/2020,A,Banca di Credito Cooperativo di San Giovanni Rotondo - Società Cooperativa,BCC di San Giovanni Rotondo,08810,00149260713,02529020220,TRUE,segreteria@pec.bccsangiovannirotondo.it,contabilita@bccsangiovannirotondo.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-124,CI090_A_CASSA_RISPARMIO_DI_BRA,,07/02/2020,A,Cassa di Risparmio di Bra S.p.A.,Cassa di Risparmio di Bra,06095,00200060044,03830780361,TRUE,cbi.dircomm@pec.gruppobper.it, alessandro.biasin@bper.it,,FALSE,,pagopa-psp-124,pagopa-psp-148
pagopa-psp-127,CI093_A_BANCA_DEL_GRANSASSO,"CCRTIT2TGSI,ABI07116",07/02/2020,A,"Banca del Gran Sasso d'Italia, Banca di Credito Cooperativo Società Cooperativa per Azioni",Banca del Gran Sasso d'Italia,07116,90016030679,02529020220,TRUE,bancadelgransasso@actaliscertymail.it,marioconcetta.disaverio@bancadelgransasso.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-128,CI094_A_BANCO_DI_DESIO,"BDBDIT22XXX,ABI03440,BDBDIT22",07/02/2020,A,Banco di Desio e della Brianza - S.p.A.,Banco di Desio e della Brianza,03440,01181770155,10537880964,FALSE,segreteria@pec.bancodesio.it,P.STRADA@BANCODESIO.it,,FALSE,75HCYT1,pagopa-psp-128,pagopa-psp-128
pagopa-psp-132,CI098_A_BANCA_CASSA_DI_RISPARMIO_SAVIGLIANO,"SARCIT2S,ABI06305",07/02/2020,A,Banca Cassa di Risparmio di Savigliano S.p.A.,Banca Cassa di Risparmio di Savigliano,06305,00204500045,00204500045,FALSE,segreteria.bancacrs@legalmail.it,organizzazione@bancacrs.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-133,CI099_A_BANCA_FINNAT,ABI03087,07/02/2020,A,Banca Finnat Euramerica S.p.A.,Banca Finnat Euramerica,03087,00168220069,00856091004,FALSE,banca.finnat@pec.finnat.it,g.chiauzzi@finnat.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-134,CI100_A_CEREA_BANCA,ABI08481,07/02/2020,A,CereaBanca 1897 Credito Cooperativo Società Cooperativa,CereaBanca 1897,08481,00326500238,15240741007,TRUE,8481cereabanca1897@legalmail.it,contabilita@cereabanca1897.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-136,CI102_A_BANCA_DON_RIZZO,"ICRAITRRQA0,ABI08946",07/02/2020,A,Banca Don Rizzo - Credito Cooperativo della Sicilia Occidentale - Società Cooperativa,Banca Don Rizzo - Credito Cooperativo della Sicilia Occidentale,08946,00071310817,15240741007,TRUE,segreteria@pec.donrizzo.bcc.it,organizzazione@donrizzo.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-137,CI103_A_BANCA_DEL_CATANZARESE,ABI07091,07/02/2020,A,Banca del Catanzarese - Credito Cooperativo - Società Cooperativa,BCC della Calabria Ulteriore,07091,03402920791,15240741007,TRUE,07091.bancadelcatanzarese@actaliscertymail.it,segreteria@catanzarese.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-138,CI104_A_BCC_BASILICATA,ABI08597,07/02/2020,A,BCC Basilicata - Credito Cooperativo di Laurenzana e Comuni Lucani - Società Cooperativa,BCC Basilicata - Credito Cooperativo di Laurenzana e Comuni Lucani,08597,00114980766,15240741007,TRUE,bccbasilicata@legalmail.it,fcirigliano@bccbasilicata.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-139,CI105_A_BANCA_REALE,ABI03138,07/02/2020,A,Banca Reale S.p.A.,Banca Reale,03138,07760860010,11998320011,TRUE,sedecentrale@pec.bancareale.it,luisella.bergiero@bancareale.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-140,CI106_A_BCC_TREVIGLIO,"BCCTIT2T,ABI08899",07/02/2020,A,Cassa Rurale - Banca di Credito Cooperativo di Treviglio - Società Cooperativa,Cassa Rurale - BCC di Treviglio,08899,00255130163,15240741007,TRUE,08899.segreteria@actaliscertymail.it,incassiepagamenti@treviglio.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-142,CI108_A_AFONE_PAIEMENT,ABI36071,07/02/2020,A,Afone Paiment,Afone Paiement,36071,09828070962,09828070962,FALSE,afonepaiement@legalmail.it,RGALATI@AFONEPAIEMENT.it,,FALSE,,pagopa-psp-142,pagopa-psp-142
pagopa-psp-143,CI109_A_RAIFFEISEN_SAN_MARTINO_IN_PASSIRIA,ABI08226,07/02/2020,A,Cassa Raiffeisen di San Martino in Passiria Società Cooperativa (Raiffeisenkasse St. Martin in Passeier Gen.),Cassa Raiffeisen di San Martino in Passiria,08226,00143190213,02529020220,TRUE,rk.st.martin@actaliscertymail.it,tobias.heel@raikastmartin.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-146,CI112_A_BANCA_DI_BOLOGNA,"BDBOIT22XXX,ABI08883",07/02/2020,A,Banca di Bologna Credito Cooperativo Società Cooperativa,Banca di Bologna Credito Cooperativo,08883,00415760370,02529020220,TRUE,info@cert.bancadibologna.it,organizzazione@bancadibologna.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-147,CI113_A_BCC_ALTO_TIRRENO,ABI08365,07/02/2020,A,Banca di Credito Cooperativo dell'Alto Tirreno della Calabria Verbicaro (Provincia di Cosenza) - Società Cooperativa,BCC dell'Alto Tirreno della Calabria Verbicaro,08365,00945950780,02529020220,TRUE,bccaltotirreno@pec.bccverbicaro.it,alessia.campilongo@bccverbicaro.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-148,CI114_A_BANCA_BPER,"ABI05387,BPMOIT22",07/02/2020,A,BPER Banca S.p.A.,BPER Banca,05387,01153230360,03830780361,TRUE,cbi.dircomm@pec.gruppobper.it,luca.montanari2@bper.it,,FALSE,SUBM70N,pagopa-psp-148,pagopa-psp-148
pagopa-psp-149,CI115_A_BANCA_DI_SALUZZO,,07/02/2020,A,Cassa di Risparmio di Saluzzo S.p.A.,Cassa di Risparmio di Saluzzo,06295,00243830049,03830780361,TRUE,cbi.dircomm@pecgruppobper.it, alessandro.biasin@bper.it,,FALSE,,pagopa-psp-149,pagopa-psp-148
pagopa-psp-153,CI119_A_CASSA_CENTRALE_BANCA,"CCRTIT2TXXX,ABI03599",07/02/2020,A,Cassa Centrale Banca - Credito Cooperativo Italiano S.p.A.,Cassa Centrale Banca - Credito Cooperativo Italiano,03599,00232480228,02529020220,TRUE,organizzazione@pec.cassacentrale.it,matteo.franch@cassacentrale.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-154,CI120_A_BCC_CASTAGNETO_CARDUCCI,"CCRTIT2TCAS,ABI08461",07/02/2020,A,Banca di Credito Cooperativo di Castagneto Carducci Società Cooperativa per Azioni,Castagneto Banca 1910 - Credito Cooperativo,08461,00149160491,02529020220,TRUE,bcccastagneto@pec.t,stefano.belmonte@bcccastagneto.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-155,CI121_A_BANCA_DEI_SIBILLINI,ABI08456,07/02/2020,A,Banca dei Sibillini - Credito Cooperativo di Casavecchia - Società Cooperativa,Banca dei Sibillini - Credito Cooperativo di Casavecchia,08456,00118970433,15240741007,TRUE,banca.sibillini@legalmail.it,laura.dominici@sibillini.bcc.it,,FALSE,9GHPHLV,pagopa-psp-155,pagopa-psp-155
pagopa-psp-158,CI124_A_BANCA_DI_PISA_E_FORNACETTE,ABI08562,07/02/2020,A,Banca di Pisa e Fornacette Credito Cooperativo - Società Cooperativa per Azioni,Banca di Pisa e Fornacette Credito Cooperativo,08562,00179660501,15240741007,TRUE,bancadipisa@pec.bancadipisa.it,08562.ufficioorganizzazione@bancadipisa.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-161,CI127_A_CASSA_RURALE_ALTO_GARDA,"CCRTIT2T04A,ABI08016",07/02/2020,A,Cassa Rurale Alto Garda - Banca di Credito Cooperativo - Società Cooperativa,Cassa Rurale Altogarda - Rovereto - BCC,08016,00105910228,02529020220,TRUE,info@pec.cr-altogarda.net,carlo.tonelli@cr-altogarda.net,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-162,CI128_A_CASSA_RURALE_NOVELLA,"CCRTIT2T54A,ABI08200",07/02/2020,A,Cassa Rurale Novella e Alta Anaunia - Banca di Credito Cooperativo - Società Cooperativa,Cassa Rurale Novella e Alta Anaunia - BCC,08200,00105000228,02529020220,TRUE,segreteria@pec.cr-novella.net,ced@cr-novella.net,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-164,CI130_A_BANCA_GALILEO_SPA,ABI03267,07/02/2020,A,Banca Galileo S.p.A.,Banca Galileo,03267,03639870967,03639870967,FALSE,dir.generale@legal.bancagalileo.it,organizzazione@bancagalileo.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-165,CI131_A_BCC_DEL_CROTONESE,ABI08595,07/02/2020,A,La BCC del Crotonese - Credito Cooperativo Società Cooperativa,BCC del Crotonese,08595,03382760795,03382760795,TRUE,labccdelcrotonese@legalmail.it,segreteria@crotonese.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-167,CI133_A_BCC_FRIULI,"CCRTIT2TK00,ABI07085",07/02/2020,A,CrediFriuli - Società Cooperativa,Credito Cooperativo Friuli,07085,02216020301,15240741007,TRUE,segreteria@pec.credifriuli.it,credifriuli.monetica@credifriuli.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-168,CI134_A_BCC_CONVERSANO,"CCRTIT2TT00,ABI08503",07/02/2020,A,Banca di Credito Cooperativo di Conversano - Società Cooperativa,BCC di Conversano,08503,00334280724,02529020220,TRUE,segreteria@pec.bccconversanoweb.it,ced@bccconversanoweb.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-169,CI135_A_BANCO_DI_LUCCA,ABI03242,07/02/2020,A,Banco di Lucca e del Tirreno S.p.A.,Banco di Lucca e del Tirreno,03242,01880620461,02620360392,TRUE,lacassa@pec.lacassa.com;,averde@lacassa.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-173,CI139_A_BANCA_CENTRO_EMILIA,"ICRAITRRE50,ABI08509,CCRTIT2TBCE",07/02/2020,A,Banca Centro Emilia - Credito Cooperativo Società Cooperativa,Banca Centro Emilia - Credito Cooperativo,08509,01402600389,02529020220,TRUE,segreteria@postacer.bancacentroemilia.it,servizioaccentrati@bancacentroemilia.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-174,CI140_A_BANCA_REGIONALE_DI_SVILUPPO,ABI05023,07/02/2020,A,Banca Regionale di Sviluppo S.p.A.,Banca Regionale di Sviluppo,05023,07634270636,07634270636,FALSE,organizzazione@legalmail.it,organizzazione@brsspa.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-175,CI141_A_BCC_DEL_GARDA,ABI08676,07/02/2020,A,BCC del Garda - Banca di Credito Cooperativo Colli Morenici del Garda - Società Cooperativa,BCC del Garda - BCC Colli Morenici del Garda,08676,00285660171,15240741007,TRUE,uff.segreteriadirezione@pec.garda.bcc.it,manuele.martani@garda.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-177,CI143_A_BANCA_FINECO,ABI03015,07/02/2020,A,FinecoBank Banca Fineco S.p.A.,Finecobank,03015,01392970404,12962340159,FALSE,finecobankspa.pec@actaliscertymail.it,D.GANAPINI@FINECO.it,,FALSE,T04ZHR3,pagopa-psp-382,pagopa-psp-382
pagopa-psp-178,CI144_A_BCC_FELSINEA,ABI08472,07/02/2020,A,BCC Felsinea - Banca di Credito Cooperativo dal 1902 - Società Cooperativa,BCC Felsinea - BCC Dal1902,08472,00389400375,02529020220,TRUE,bccfelsinea@pec.bccfelsinea.it,organizzazione@felsinea.bcc.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-180,CI146_A_BCC_CITTANOVA,ABI08492,07/02/2020,A,Banca di Credito Cooperativo di Cittanova - Società Cooperativa,BCC della Calabria Ulteriore,08492,00087180808,15240741007,TRUE,08492.bcc@actaliscertymail.it,organizzazione@cittanova.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-181,CI147_A_BANCA_DI_ANCONA_E_FALCONARA,ABI08086,07/02/2020,A,Banca di Ancona e Falconara Marittima Credito Cooperativo - Società Cooperativa,Banca di Ancona e Falconara Marittima Credito Cooperativo,08086,00982770422,15240741007,TRUE,banca@anconafalconara.pecbcc.it,banca@anconafalconara.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-182,CI148_A_BANCA_SAN_FRANCESCO,ABI08969,07/02/2020,A,Banca San Francesco Credito Cooperativo - Società Cooperativa,Banca San Francesco Credito Cooperativo,08969,00097080840,15240741007,TRUE,08969.bcc@actaliscertymail.it,contabilita@bancasanfrancesco.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-183,CI149_A_PAYTIPPER,"PAYTITM1,ABI36017",07/02/2020,A,Paytipper S.p.A.,Mooney,36017,07338820967,07338820967,FALSE,paytipper@legalmail.it,alberto.miglioli@paytipper.com,davide.bordin@paytipper.com,FALSE,M5UXCR1,pagopa-psp-183,pagopa-psp-54
pagopa-psp-186,CI152_A_CASSA_DI_TRENTO,"CCRTIT2T76A,ABI08304,CCRTIT2T30A,ABI08120",07/02/2020,A,"Cassa di Trento, Lavis, Mezzocorona e Valle di Cembra - Banca di Credito Cooperativo - Società Cooperativa",Cassa di Trento Lavis Mezzocorona Valle di Cembra e Alta Vallagarina - BCC,08304,00107860223,02529020220,TRUE,segreteria@pec.cassaditrento.it,incassiepagamenti@cassaditrento.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-189,CI155_A_BCC_BRIANZA_E_LAGHI,"ICRAITRR950,ABI08329",07/02/2020,A,Banca di Credito Cooperativo Brianza e Laghi - Società Cooperativa,BCC Brianza e Laghi,08329,00318030137,15240741007,TRUE,08329.bcc@actaliscertymail.it,walter.ghislandi@brianzaelaghi.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-190,CI156_A_BCC_SARSINA,ABI08850,07/02/2020,A,Banca di Credito Cooperativo di Sarsina - Società Cooperativa,BCC di Sarsina,08850,00127840403,02529020220,TRUE,bccsarsina@legalmail.it,Bccsarsina@sarsina.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-191,CI159_A_BCC_BUCCINO,"ICRAITRRTM0,ABI07066",07/02/2020,A,Banca di Credito Cooperativo di Buccino e dei Comuni Cilentani - Società Cooperativa,BCC di Buccino e dei Comuni Cilentani,07066,03685090650,15240741007,TRUE,segreteria@pec.bcccomunicilentani.bcc.it,AREINA@COMUNICILENTANI.BCC.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-192,CI160_A_BANCA_CREMASCA_E_MANTOVANA,ABI07076,07/02/2020,A,Banca Cremasca e Mantovana - Credito Cooperativo - Società Cooperativa,Banca Cremasca e Mantovana - Credito Cooperativo,07076,01230590190,15240741007,TRUE,07076.amministrazione@actaliscertymail.it,organizzazione@creman.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-193,CI161_A_CASSA_RURALE_DI_LEDRO,"ABI08026,CCRTIT2T06A",07/02/2020,A,Cassa Rurale di Ledro - Banca di Credito Cooperativo - Società Cooperativa,Cassa Rurale di Ledro - BCC,08026,00106040223,02529020220,TRUE,info@pec.cr-ledro.net,amministrazione@cr-ledro.net,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-196,CI164_A_BCC_VALDOSTANA,"CCRTIT2TVAL,ABI08587",07/02/2020,A,Banca di Credito Cooperativo Valdostana - Cooperative de Credit Valdotaine - Società Cooperativa,BCC Valdostana - Cooperative De Credit Valdotaine,08587,00365360072,02529020220,TRUE,segreteria@pec.valdostana.bcc.it,organizzazione@valdostana.bcc.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-198,CI166_A_BANCA_CENTRO_LAZIO,ABI08716,07/02/2020,A,Banca Centro Lazio Credito Cooperativo - Società Cooperativa,Banca Centro Lazio Credito Cooperativo,08716,00697880581,02529020220,TRUE,bancacentrolazio@pec.it,incassiepagamenti@bancacentrolazio.net,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-199,CI167_A_BCC_LA_RISCOSSA,ABI08954,07/02/2020,A,Banca di Credito Cooperativo La Riscossa di Regalbuto - Società Cooperativa,BCC la Riscossa di Regalbuto,08954,00037750866,02529020220,TRUE,segreteria@pec.regalbuto.bcc.it,servizivari@regalbuto.bcc.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-202,CI170_A_BANCA_DELLA_MARCA,"ICRAITRRU40,ABI07084",07/02/2020,A,Banca della Marca Credito Cooperativo - Società Cooperativa,Banca della Marca Credito Cooperativo,07084,03669140265,15240741007,TRUE,bancadellamarca@legalmail.it,tesenti@bancadellamarca.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-203,CI171_A_BCC_SANTERAMO_IN_COLLE,"ICRAITRRNG0,ABI08844",07/02/2020,A,Banca di Credito Cooperativo di Santeramo in Colle - Società Cooperativa,BCC di Santeramo in Colle,08844,00256750720,15240741007,TRUE,direzione@pec.bccsanteramo.it,ufforganizzazione@bccsanteramo.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-206,CI174_A_BCC Colli Albani,ABI08951,07/02/2020,A,Banca di Credito Cooperativo dei Colli Albani - Società Cooperativa,BCC dei Colli Albani,08951,01103500581,15240741007,TRUE,postacertificata@cert.bcccollialbani.it,amministrazione@bcccollialbani.it,,FALSE,,pagopa-psp-206,pagopa-psp-206
pagopa-psp-208,CI176_A_Banca Popolare Sondrio,"POSOIT22XXX,ABI05696",07/02/2020,A,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",Banca Popolare di Sondrio,05696,00053810149,00053810149,FALSE,tesorerie.enti@pec.poso.it,fulvio.morella@popso.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-209,CI177_A_BCC Mutuo Soccorso Gangi,ABI08958,07/02/2020,A,"Banca Di Credito Cooperativo Mutuo Soccorso Di Gangi - Società Cooperativa
",BCC Mutuo Soccorso di Gangi,08958,00101550820,15240741007,TRUE,08958.bcc@actaliscertymail.it,amministrazione@gangi.bcc.it,,FALSE,,pagopa-psp-305,pagopa-psp-305
pagopa-psp-213,CI181_A_BCC del Metauro,ABI08700,07/02/2020,A,Banca di Credito Cooperativo del Metauro - Società Cooperativa,BCC del Metauro,08700,81004820411,15240741007,TRUE,bccmetauro@legalmail.it,servizio.organizzazione@metauro.bcc.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
pagopa-psp-214,CI182_A_BCC Agrigentino,"ICRAITRRUS0,ABI07108",07/02/2020,A,Banca di Credito Cooperativo Agrigentino - Società Cooperativa,BCC Agrigentino,07108,02428850842,15240741007,TRUE,bccagrigentino@legalmail.it,anna.limbici@agrigentino.bcc.it,,FALSE,,pagopa-psp-214,pagopa-psp-214
pagopa-psp-215,CI183_A_Credito Etneo,ABI07080,07/02/2020,A,"Credito Etneo - Banca di Credito Cooperativo, S.c.a.r.l",Credito Etneo BCC,07080,03724410877,02529020220,TRUE,creditoetneo@actaliscertymail.it,organizzazione@creditoetneo.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-216,CI184_A_BCC di Cherasco,"ABI08487,ICRAITRRDJ0",07/02/2020,A,Banca di Credito Cooperativo di Cherasco - Società Cooperativa,BCC di Cherasco,08487,00204710040,02529020220,TRUE,bcccherasco@legalmail.it,sistemidipagamento@cherasco.bcc.it,,FALSE,M5UXCR1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-219,CI187_A_Cassa Rurale di Vestenavona,"CCRTIT2TB01,ABI08910",07/02/2020,A,Cassa Rurale ed Artigiana di Vestenanova - Credito Cooperativo - Società Cooperativa,Cassa Rurale ed Artigiana di Vestenanova,08910,01538480235,02529020220,TRUE,incassi-pagamenti@pec.cravestenanova.it,servizi@cravestenanova.it,,FALSE,ZS100U1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-220,CI188_A_Alto Adige Banca,ABI03374,07/02/2020,A,Alto Adige Banca S.p.A.,Südtirol Bank,03374,11658880155,01697990214,FALSE,altoadigebancaspa@legalmail.it,paolo.cagol@suedtirolbank.eu,,FALSE,MJEGRSK,pagopa-psp-382,pagopa-psp-382
pagopa-psp-221,CI189_A_Credito Coop di San Calogero e Maierato,ABI08887,07/02/2020,A,Credito Cooperativo di San Calogero e Maierato - BCC del Vibonese Società Cooperativa,BCC della Calabria Ulteriore,08887,03401240795,15240741007,TRUE,creditocooperativodisancalogeroemaierato@pec.it,organizzazione@vibonese.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-222,CI190_A_Banca_Etica,ABI05018,07/02/2020,A,Banca Popolare Etica - Società Cooperativa per Azioni,Banca Popolare Etica,05018,01029710280,02622940233,FALSE,centroacquisti@pec.bancaetica.it,pzanet@bancaetica.com,,FALSE,XWJKNZD,pagopa-psp-382,pagopa-psp-382
pagopa-psp-224,CI192_A_Banca Stabiese,ABI03388,07/02/2020,A,Banca Stabiese S.p.A.,Banca Stabiese,03388,00275490639,01238581217,FALSE,bancastabiese@legalmail.it,MAURIZIO.SANTORO@BANCASTABIESE.it,,FALSE,75HCYT1,pagopa-psp-382,pagopa-psp-382
pagopa-psp-225,CI193_A_BCC Abruzzese Cappelle sul Tavo,ABI08434,07/02/2020,A,Banca di Credito Cooperativo Abruzzese - Cappelle sul Tavo Società Cooperativa,BCC Abruzzese - Cappelle sul Tavo,08434,00091530683,15240741007,TRUE,08434.bcc@actaliscertymail.it,organizzazione520@fedam.bcc.it,,FALSE,,pagopa-psp-382,pagopa-psp-382
pagopa-psp-227,CI195_A_Banca Intermobiliare,ABI03043,07/02/2020,A,Banca Intermobiliare di Investimenti e Gestioni S.p.A.,Banca Investis,03043,02751170016,02751170016,TRUE,08434.bcc@actaliscertymail.it,alessandro.mitola@bancaintermobiliare.com,fornitori@bancaintermobiliare.com,FALSE,,pagopa-psp-227,pagopa-psp-227
pagopa-psp-228,CI196_A_BCC di Avetrana,ABI08354,07/02/2020,A,Banca di Credito Cooperativo di Avetrana - Società Cooperativa,BCC di Avetrana,08354,00120540737,15240741007,TRUE,segreteria@pec.bccavetrana.it,giuseppe.zanzarelli@bccavetrana.it,,FALSE,9GHPHLV,pagopa-psp-382,pagopa-psp-382
